Chronic_disease,ICD_Code,ICD_Version
Diabetes,E139,ICD10
Cardiovascular Disease,I050,ICD10
Cardiovascular Disease,I051,ICD10
Cardiovascular Disease,I052,ICD10
Cardiovascular Disease,I058,ICD10
Cardiovascular Disease,I059,ICD10
Cardiovascular Disease,I060,ICD10
Cardiovascular Disease,I061,ICD10
Cardiovascular Disease,I062,ICD10
Cardiovascular Disease,I068,ICD10
Cardiovascular Disease,I069,ICD10
Cardiovascular Disease,I070,ICD10
Cardiovascular Disease,I071,ICD10
Cardiovascular Disease,I072,ICD10
Cardiovascular Disease,I078,ICD10
Cardiovascular Disease,I079,ICD10
Cardiovascular Disease,I080,ICD10
Cardiovascular Disease,I081,ICD10
Cardiovascular Disease,I082,ICD10
Cardiovascular Disease,I083,ICD10
Cardiovascular Disease,I088,ICD10
Cardiovascular Disease,I089,ICD10
Cardiovascular Disease,I090,ICD10
Cardiovascular Disease,I091,ICD10
Cardiovascular Disease,I092,ICD10
Cardiovascular Disease,I0981,ICD10
Cardiovascular Disease,I0989,ICD10
Cardiovascular Disease,I099,ICD10
Cardiovascular Disease,I10,ICD10
Cardiovascular Disease,I110,ICD10
Cardiovascular Disease,I119,ICD10
Cardiovascular Disease,I120,ICD10
Cardiovascular Disease,I129,ICD10
Cardiovascular Disease,I130,ICD10
Cardiovascular Disease,I1310,ICD10
Cardiovascular Disease,I1311,ICD10
Cardiovascular Disease,I132,ICD10
Cardiovascular Disease,I150,ICD10
Cardiovascular Disease,I151,ICD10
Cardiovascular Disease,I152,ICD10
Cardiovascular Disease,I158,ICD10
Cardiovascular Disease,I159,ICD10
Cardiovascular Disease,I160,ICD10
Cardiovascular Disease,I161,ICD10
Cardiovascular Disease,I169,ICD10
Cardiovascular Disease,I200,ICD10
Cardiovascular Disease,I201,ICD10
Cardiovascular Disease,I208,ICD10
Cardiovascular Disease,I209,ICD10
Cardiovascular Disease,I2101,ICD10
Cardiovascular Disease,I2102,ICD10
Cardiovascular Disease,I2109,ICD10
Cardiovascular Disease,I2111,ICD10
Cardiovascular Disease,I2119,ICD10
Cardiovascular Disease,I2121,ICD10
Cardiovascular Disease,I2129,ICD10
Cardiovascular Disease,I213,ICD10
Cardiovascular Disease,I214,ICD10
Cardiovascular Disease,I219,ICD10
Cardiovascular Disease,I21A1,ICD10
Cardiovascular Disease,I21A9,ICD10
Cardiovascular Disease,I220,ICD10
Cardiovascular Disease,I221,ICD10
Cardiovascular Disease,I222,ICD10
Cardiovascular Disease,I228,ICD10
Cardiovascular Disease,I229,ICD10
Cardiovascular Disease,I230,ICD10
Cardiovascular Disease,I231,ICD10
Cardiovascular Disease,I232,ICD10
Cardiovascular Disease,I233,ICD10
Cardiovascular Disease,I234,ICD10
Cardiovascular Disease,I235,ICD10
Cardiovascular Disease,I236,ICD10
Cardiovascular Disease,I237,ICD10
Cardiovascular Disease,I238,ICD10
Cardiovascular Disease,I240,ICD10
Cardiovascular Disease,I241,ICD10
Cardiovascular Disease,I248,ICD10
Cardiovascular Disease,I249,ICD10
Cardiovascular Disease,I2510,ICD10
Cardiovascular Disease,I25110,ICD10
Cardiovascular Disease,I25111,ICD10
Cardiovascular Disease,I25118,ICD10
Cardiovascular Disease,I25119,ICD10
Cardiovascular Disease,I252,ICD10
Cardiovascular Disease,I253,ICD10
Cardiovascular Disease,I2541,ICD10
Cardiovascular Disease,I2542,ICD10
Cardiovascular Disease,I255,ICD10
Cardiovascular Disease,I256,ICD10
Cardiovascular Disease,I25700,ICD10
Cardiovascular Disease,I25701,ICD10
Cardiovascular Disease,I25708,ICD10
Cardiovascular Disease,I25709,ICD10
Cardiovascular Disease,I25710,ICD10
Cardiovascular Disease,I25711,ICD10
Cardiovascular Disease,I25718,ICD10
Cardiovascular Disease,I25719,ICD10
Cardiovascular Disease,I25720,ICD10
Cardiovascular Disease,I25721,ICD10
Cardiovascular Disease,I25728,ICD10
Cardiovascular Disease,I25729,ICD10
Cardiovascular Disease,I25730,ICD10
Cardiovascular Disease,I25731,ICD10
Cardiovascular Disease,I25738,ICD10
Cardiovascular Disease,I25739,ICD10
Cardiovascular Disease,I25750,ICD10
Cardiovascular Disease,I25751,ICD10
Cardiovascular Disease,I25758,ICD10
Cardiovascular Disease,I25759,ICD10
Cardiovascular Disease,I25760,ICD10
Cardiovascular Disease,I25761,ICD10
Cardiovascular Disease,I25768,ICD10
Cardiovascular Disease,I25769,ICD10
Cardiovascular Disease,I25790,ICD10
Cardiovascular Disease,I25791,ICD10
Cardiovascular Disease,I25798,ICD10
Cardiovascular Disease,I25799,ICD10
Cardiovascular Disease,I25810,ICD10
Cardiovascular Disease,I25811,ICD10
Cardiovascular Disease,I25812,ICD10
Cardiovascular Disease,I2582,ICD10
Cardiovascular Disease,I2583,ICD10
Cardiovascular Disease,I2584,ICD10
Cardiovascular Disease,I2589,ICD10
Cardiovascular Disease,I259,ICD10
Cardiovascular Disease,I280,ICD10
Cardiovascular Disease,I310,ICD10
Cardiovascular Disease,I311,ICD10
Cardiovascular Disease,I340,ICD10
Cardiovascular Disease,I341,ICD10
Cardiovascular Disease,I342,ICD10
Cardiovascular Disease,I348,ICD10
Cardiovascular Disease,I349,ICD10
Cardiovascular Disease,I350,ICD10
Cardiovascular Disease,I351,ICD10
Cardiovascular Disease,I352,ICD10
Cardiovascular Disease,I358,ICD10
Cardiovascular Disease,I359,ICD10
Cardiovascular Disease,I360,ICD10
Cardiovascular Disease,I361,ICD10
Cardiovascular Disease,I362,ICD10
Cardiovascular Disease,I368,ICD10
Cardiovascular Disease,I369,ICD10
Cardiovascular Disease,I370,ICD10
Cardiovascular Disease,I371,ICD10
Cardiovascular Disease,I372,ICD10
Cardiovascular Disease,I378,ICD10
Cardiovascular Disease,I379,ICD10
Cardiovascular Disease,I38,ICD10
Cardiovascular Disease,I39,ICD10
Cardiovascular Disease,I420,ICD10
Cardiovascular Disease,I421,ICD10
Cardiovascular Disease,I422,ICD10
Cardiovascular Disease,I423,ICD10
Cardiovascular Disease,I424,ICD10
Cardiovascular Disease,I425,ICD10
Cardiovascular Disease,I426,ICD10
Cardiovascular Disease,I427,ICD10
Cardiovascular Disease,I428,ICD10
Cardiovascular Disease,I429,ICD10
Cardiovascular Disease,I43,ICD10
Cardiovascular Disease,I440,ICD10
Cardiovascular Disease,I441,ICD10
Cardiovascular Disease,I442,ICD10
Cardiovascular Disease,I4430,ICD10
Cardiovascular Disease,I4439,ICD10
Cardiovascular Disease,I444,ICD10
Cardiovascular Disease,I445,ICD10
Cardiovascular Disease,I4460,ICD10
Cardiovascular Disease,I4469,ICD10
Cardiovascular Disease,I447,ICD10
Cardiovascular Disease,I450,ICD10
Cardiovascular Disease,I4510,ICD10
Cardiovascular Disease,I4519,ICD10
Cardiovascular Disease,I452,ICD10
Cardiovascular Disease,I453,ICD10
Cardiovascular Disease,I454,ICD10
Cardiovascular Disease,I455,ICD10
Cardiovascular Disease,I456,ICD10
Cardiovascular Disease,I4581,ICD10
Cardiovascular Disease,I4589,ICD10
Cardiovascular Disease,I459,ICD10
Cardiovascular Disease,I462,ICD10
Cardiovascular Disease,I468,ICD10
Cardiovascular Disease,I469,ICD10
Cardiovascular Disease,I470,ICD10
Cardiovascular Disease,I471,ICD10
Cardiovascular Disease,I472,ICD10
Cardiovascular Disease,I479,ICD10
Cardiovascular Disease,I480,ICD10
Cardiovascular Disease,I481,ICD10
Cardiovascular Disease,I482,ICD10
Cardiovascular Disease,I483,ICD10
Cardiovascular Disease,I484,ICD10
Cardiovascular Disease,I4891,ICD10
Cardiovascular Disease,I4892,ICD10
Cardiovascular Disease,I4901,ICD10
Cardiovascular Disease,I4902,ICD10
Cardiovascular Disease,I491,ICD10
Cardiovascular Disease,I492,ICD10
Cardiovascular Disease,I493,ICD10
Cardiovascular Disease,I4940,ICD10
Cardiovascular Disease,I4949,ICD10
Cardiovascular Disease,I495,ICD10
Cardiovascular Disease,I498,ICD10
Cardiovascular Disease,I499,ICD10
Cardiovascular Disease,I501,ICD10
Cardiovascular Disease,I5020,ICD10
Cardiovascular Disease,I5021,ICD10
Cardiovascular Disease,I5022,ICD10
Cardiovascular Disease,I5023,ICD10
Cardiovascular Disease,I5030,ICD10
Cardiovascular Disease,I5031,ICD10
Cardiovascular Disease,I5032,ICD10
Cardiovascular Disease,I5033,ICD10
Cardiovascular Disease,I5040,ICD10
Cardiovascular Disease,I5041,ICD10
Cardiovascular Disease,I5042,ICD10
Cardiovascular Disease,I5043,ICD10
Cardiovascular Disease,I50810,ICD10
Cardiovascular Disease,I50811,ICD10
Cardiovascular Disease,I50812,ICD10
Cardiovascular Disease,I50813,ICD10
Cardiovascular Disease,I50814,ICD10
Cardiovascular Disease,I5082,ICD10
Cardiovascular Disease,I5083,ICD10
Cardiovascular Disease,I5084,ICD10
Cardiovascular Disease,I5089,ICD10
Cardiovascular Disease,I509,ICD10
Cardiovascular Disease,I510,ICD10
Cardiovascular Disease,I511,ICD10
Cardiovascular Disease,I512,ICD10
Cardiovascular Disease,I513,ICD10
Cardiovascular Disease,I514,ICD10
Cardiovascular Disease,I515,ICD10
Cardiovascular Disease,I517,ICD10
Cardiovascular Disease,I5181,ICD10
Cardiovascular Disease,I5189,ICD10
Cardiovascular Disease,I519,ICD10
Cardiovascular Disease,I52,ICD10
Cardiovascular Disease,I6000,ICD10
Cardiovascular Disease,I6001,ICD10
Cardiovascular Disease,I6002,ICD10
Cardiovascular Disease,I6010,ICD10
Cardiovascular Disease,I6011,ICD10
Cardiovascular Disease,I6012,ICD10
Cardiovascular Disease,I602,ICD10
Cardiovascular Disease,I6020,ICD10
Cardiovascular Disease,I6021,ICD10
Cardiovascular Disease,I6022,ICD10
Cardiovascular Disease,I6030,ICD10
Cardiovascular Disease,I6031,ICD10
Cardiovascular Disease,I6032,ICD10
Cardiovascular Disease,I604,ICD10
Cardiovascular Disease,I6050,ICD10
Cardiovascular Disease,I6051,ICD10
Cardiovascular Disease,I6052,ICD10
Cardiovascular Disease,I606,ICD10
Cardiovascular Disease,I607,ICD10
Cardiovascular Disease,I608,ICD10
Cardiovascular Disease,I609,ICD10
Cardiovascular Disease,I610,ICD10
Cardiovascular Disease,I611,ICD10
Cardiovascular Disease,I612,ICD10
Cardiovascular Disease,I613,ICD10
Cardiovascular Disease,I614,ICD10
Cardiovascular Disease,I615,ICD10
Cardiovascular Disease,I616,ICD10
Cardiovascular Disease,I618,ICD10
Cardiovascular Disease,I619,ICD10
Cardiovascular Disease,I6200,ICD10
Cardiovascular Disease,I6201,ICD10
Cardiovascular Disease,I6202,ICD10
Cardiovascular Disease,I6203,ICD10
Cardiovascular Disease,I621,ICD10
Cardiovascular Disease,I629,ICD10
Cardiovascular Disease,I6300,ICD10
Cardiovascular Disease,I63011,ICD10
Cardiovascular Disease,I63012,ICD10
Cardiovascular Disease,I63013,ICD10
Cardiovascular Disease,I63019,ICD10
Cardiovascular Disease,I6302,ICD10
Cardiovascular Disease,I63031,ICD10
Cardiovascular Disease,I63032,ICD10
Cardiovascular Disease,I63033,ICD10
Cardiovascular Disease,I63039,ICD10
Cardiovascular Disease,I6309,ICD10
Cardiovascular Disease,I6310,ICD10
Cardiovascular Disease,I63111,ICD10
Cardiovascular Disease,I63112,ICD10
Cardiovascular Disease,I63113,ICD10
Cardiovascular Disease,I63119,ICD10
Cardiovascular Disease,I6312,ICD10
Cardiovascular Disease,I63131,ICD10
Cardiovascular Disease,I63132,ICD10
Cardiovascular Disease,I63133,ICD10
Cardiovascular Disease,I63139,ICD10
Cardiovascular Disease,I6319,ICD10
Cardiovascular Disease,I6320,ICD10
Cardiovascular Disease,I63211,ICD10
Cardiovascular Disease,I63212,ICD10
Cardiovascular Disease,I63213,ICD10
Cardiovascular Disease,I63219,ICD10
Cardiovascular Disease,I6322,ICD10
Cardiovascular Disease,I63231,ICD10
Cardiovascular Disease,I63232,ICD10
Cardiovascular Disease,I63233,ICD10
Cardiovascular Disease,I63239,ICD10
Cardiovascular Disease,I6329,ICD10
Cardiovascular Disease,I6330,ICD10
Cardiovascular Disease,I63311,ICD10
Cardiovascular Disease,I63312,ICD10
Cardiovascular Disease,I63313,ICD10
Cardiovascular Disease,I63319,ICD10
Cardiovascular Disease,I63321,ICD10
Cardiovascular Disease,I63322,ICD10
Cardiovascular Disease,I63323,ICD10
Cardiovascular Disease,I63329,ICD10
Cardiovascular Disease,I63331,ICD10
Cardiovascular Disease,I63332,ICD10
Cardiovascular Disease,I63333,ICD10
Cardiovascular Disease,I63339,ICD10
Cardiovascular Disease,I63341,ICD10
Cardiovascular Disease,I63342,ICD10
Cardiovascular Disease,I63343,ICD10
Cardiovascular Disease,I63349,ICD10
Cardiovascular Disease,I6339,ICD10
Cardiovascular Disease,I6340,ICD10
Cardiovascular Disease,I63411,ICD10
Cardiovascular Disease,I63412,ICD10
Cardiovascular Disease,I63413,ICD10
Cardiovascular Disease,I63419,ICD10
Cardiovascular Disease,I63421,ICD10
Cardiovascular Disease,I63422,ICD10
Cardiovascular Disease,I63423,ICD10
Cardiovascular Disease,I63429,ICD10
Cardiovascular Disease,I63431,ICD10
Cardiovascular Disease,I63432,ICD10
Cardiovascular Disease,I63433,ICD10
Cardiovascular Disease,I63439,ICD10
Cardiovascular Disease,I63441,ICD10
Cardiovascular Disease,I63442,ICD10
Cardiovascular Disease,I63443,ICD10
Cardiovascular Disease,I63449,ICD10
Cardiovascular Disease,I6349,ICD10
Cardiovascular Disease,I6350,ICD10
Cardiovascular Disease,I63511,ICD10
Cardiovascular Disease,I63512,ICD10
Cardiovascular Disease,I63513,ICD10
Cardiovascular Disease,I63519,ICD10
Cardiovascular Disease,I63521,ICD10
Cardiovascular Disease,I63522,ICD10
Cardiovascular Disease,I63523,ICD10
Cardiovascular Disease,I63529,ICD10
Cardiovascular Disease,I63531,ICD10
Cardiovascular Disease,I63532,ICD10
Cardiovascular Disease,I63533,ICD10
Cardiovascular Disease,I63539,ICD10
Cardiovascular Disease,I63541,ICD10
Cardiovascular Disease,I63542,ICD10
Cardiovascular Disease,I63543,ICD10
Cardiovascular Disease,I63549,ICD10
Cardiovascular Disease,I6359,ICD10
Cardiovascular Disease,I636,ICD10
Cardiovascular Disease,I638,ICD10
Cardiovascular Disease,I6381,ICD10
Cardiovascular Disease,I6389,ICD10
Cardiovascular Disease,I639,ICD10
Cardiovascular Disease,I6501,ICD10
Cardiovascular Disease,I6502,ICD10
Cardiovascular Disease,I6503,ICD10
Cardiovascular Disease,I6509,ICD10
Cardiovascular Disease,I651,ICD10
Cardiovascular Disease,I6521,ICD10
Cardiovascular Disease,I6522,ICD10
Cardiovascular Disease,I6523,ICD10
Cardiovascular Disease,I6529,ICD10
Cardiovascular Disease,I658,ICD10
Cardiovascular Disease,I659,ICD10
Cardiovascular Disease,I6601,ICD10
Cardiovascular Disease,I6602,ICD10
Cardiovascular Disease,I6603,ICD10
Cardiovascular Disease,I6609,ICD10
Cardiovascular Disease,I6611,ICD10
Cardiovascular Disease,I6612,ICD10
Cardiovascular Disease,I6613,ICD10
Cardiovascular Disease,I6619,ICD10
Cardiovascular Disease,I6621,ICD10
Cardiovascular Disease,I6622,ICD10
Cardiovascular Disease,I6623,ICD10
Cardiovascular Disease,I6629,ICD10
Cardiovascular Disease,I663,ICD10
Cardiovascular Disease,I668,ICD10
Cardiovascular Disease,I669,ICD10
Cardiovascular Disease,I670,ICD10
Cardiovascular Disease,I671,ICD10
Cardiovascular Disease,I672,ICD10
Cardiovascular Disease,I673,ICD10
Cardiovascular Disease,I674,ICD10
Cardiovascular Disease,I675,ICD10
Cardiovascular Disease,I676,ICD10
Cardiovascular Disease,I677,ICD10
Cardiovascular Disease,I6781,ICD10
Cardiovascular Disease,I6782,ICD10
Cardiovascular Disease,I6783,ICD10
Cardiovascular Disease,I67841,ICD10
Cardiovascular Disease,I67848,ICD10
Cardiovascular Disease,I67850,ICD10
Cardiovascular Disease,I67858,ICD10
Cardiovascular Disease,I6789,ICD10
Cardiovascular Disease,I679,ICD10
Cardiovascular Disease,I680,ICD10
Cardiovascular Disease,I682,ICD10
Cardiovascular Disease,I688,ICD10
Cardiovascular Disease,I6900,ICD10
Cardiovascular Disease,I6901,ICD10
Cardiovascular Disease,I69010,ICD10
Cardiovascular Disease,I69011,ICD10
Cardiovascular Disease,I69012,ICD10
Cardiovascular Disease,I69013,ICD10
Cardiovascular Disease,I69014,ICD10
Cardiovascular Disease,I69015,ICD10
Cardiovascular Disease,I69018,ICD10
Cardiovascular Disease,I69019,ICD10
Cardiovascular Disease,I69020,ICD10
Cardiovascular Disease,I69021,ICD10
Cardiovascular Disease,I69022,ICD10
Cardiovascular Disease,I69023,ICD10
Cardiovascular Disease,I69028,ICD10
Cardiovascular Disease,I69031,ICD10
Cardiovascular Disease,I69032,ICD10
Cardiovascular Disease,I69033,ICD10
Cardiovascular Disease,I69034,ICD10
Cardiovascular Disease,I69039,ICD10
Cardiovascular Disease,I69041,ICD10
Cardiovascular Disease,I69042,ICD10
Cardiovascular Disease,I69043,ICD10
Cardiovascular Disease,I69044,ICD10
Cardiovascular Disease,I69049,ICD10
Cardiovascular Disease,I69051,ICD10
Cardiovascular Disease,I69052,ICD10
Cardiovascular Disease,I69053,ICD10
Cardiovascular Disease,I69054,ICD10
Cardiovascular Disease,I69059,ICD10
Cardiovascular Disease,I69061,ICD10
Cardiovascular Disease,I69062,ICD10
Cardiovascular Disease,I69063,ICD10
Cardiovascular Disease,I69064,ICD10
Cardiovascular Disease,I69065,ICD10
Cardiovascular Disease,I69069,ICD10
Cardiovascular Disease,I69090,ICD10
Cardiovascular Disease,I69091,ICD10
Cardiovascular Disease,I69092,ICD10
Cardiovascular Disease,I69093,ICD10
Cardiovascular Disease,I69098,ICD10
Cardiovascular Disease,I6910,ICD10
Cardiovascular Disease,I6911,ICD10
Cardiovascular Disease,I69110,ICD10
Cardiovascular Disease,I69111,ICD10
Cardiovascular Disease,I69112,ICD10
Cardiovascular Disease,I69113,ICD10
Cardiovascular Disease,I69114,ICD10
Cardiovascular Disease,I69115,ICD10
Cardiovascular Disease,I69118,ICD10
Cardiovascular Disease,I69119,ICD10
Cardiovascular Disease,I69120,ICD10
Cardiovascular Disease,I69121,ICD10
Cardiovascular Disease,I69122,ICD10
Cardiovascular Disease,I69123,ICD10
Cardiovascular Disease,I69128,ICD10
Cardiovascular Disease,I69131,ICD10
Cardiovascular Disease,I69132,ICD10
Cardiovascular Disease,I69133,ICD10
Cardiovascular Disease,I69134,ICD10
Cardiovascular Disease,I69139,ICD10
Cardiovascular Disease,I69141,ICD10
Cardiovascular Disease,I69142,ICD10
Cardiovascular Disease,I69143,ICD10
Cardiovascular Disease,I69144,ICD10
Cardiovascular Disease,I69149,ICD10
Cardiovascular Disease,I69151,ICD10
Cardiovascular Disease,I69152,ICD10
Cardiovascular Disease,I69153,ICD10
Cardiovascular Disease,I69154,ICD10
Cardiovascular Disease,I69159,ICD10
Cardiovascular Disease,I69161,ICD10
Cardiovascular Disease,I69162,ICD10
Cardiovascular Disease,I69163,ICD10
Cardiovascular Disease,I69164,ICD10
Cardiovascular Disease,I69165,ICD10
Cardiovascular Disease,I69169,ICD10
Cardiovascular Disease,I69190,ICD10
Cardiovascular Disease,I69191,ICD10
Cardiovascular Disease,I69192,ICD10
Cardiovascular Disease,I69193,ICD10
Cardiovascular Disease,I69198,ICD10
Cardiovascular Disease,I6920,ICD10
Cardiovascular Disease,I6921,ICD10
Cardiovascular Disease,I69210,ICD10
Cardiovascular Disease,I69211,ICD10
Cardiovascular Disease,I69212,ICD10
Cardiovascular Disease,I69213,ICD10
Cardiovascular Disease,I69214,ICD10
Cardiovascular Disease,I69215,ICD10
Cardiovascular Disease,I69218,ICD10
Cardiovascular Disease,I69219,ICD10
Cardiovascular Disease,I69220,ICD10
Cardiovascular Disease,I69221,ICD10
Cardiovascular Disease,I69222,ICD10
Cardiovascular Disease,I69223,ICD10
Cardiovascular Disease,I69228,ICD10
Cardiovascular Disease,I69231,ICD10
Cardiovascular Disease,I69232,ICD10
Cardiovascular Disease,I69233,ICD10
Cardiovascular Disease,I69234,ICD10
Cardiovascular Disease,I69239,ICD10
Cardiovascular Disease,I69241,ICD10
Cardiovascular Disease,I69242,ICD10
Cardiovascular Disease,I69243,ICD10
Cardiovascular Disease,I69244,ICD10
Cardiovascular Disease,I69249,ICD10
Cardiovascular Disease,I69251,ICD10
Cardiovascular Disease,I69252,ICD10
Cardiovascular Disease,I69253,ICD10
Cardiovascular Disease,I69254,ICD10
Cardiovascular Disease,I69259,ICD10
Cardiovascular Disease,I69261,ICD10
Cardiovascular Disease,I69262,ICD10
Cardiovascular Disease,I69263,ICD10
Cardiovascular Disease,I69264,ICD10
Cardiovascular Disease,I69265,ICD10
Cardiovascular Disease,I69269,ICD10
Cardiovascular Disease,I69290,ICD10
Cardiovascular Disease,I69291,ICD10
Cardiovascular Disease,I69292,ICD10
Cardiovascular Disease,I69293,ICD10
Cardiovascular Disease,I69298,ICD10
Cardiovascular Disease,I6930,ICD10
Cardiovascular Disease,I6931,ICD10
Cardiovascular Disease,I69310,ICD10
Cardiovascular Disease,I69311,ICD10
Cardiovascular Disease,I69312,ICD10
Cardiovascular Disease,I69313,ICD10
Cardiovascular Disease,I69314,ICD10
Cardiovascular Disease,I69315,ICD10
Cardiovascular Disease,I69318,ICD10
Cardiovascular Disease,I69319,ICD10
Cardiovascular Disease,I69320,ICD10
Cardiovascular Disease,I69321,ICD10
Cardiovascular Disease,I69322,ICD10
Cardiovascular Disease,I69323,ICD10
Cardiovascular Disease,I69328,ICD10
Cardiovascular Disease,I69331,ICD10
Cardiovascular Disease,I69332,ICD10
Cardiovascular Disease,I69333,ICD10
Cardiovascular Disease,I69334,ICD10
Cardiovascular Disease,I69339,ICD10
Cardiovascular Disease,I69341,ICD10
Cardiovascular Disease,I69342,ICD10
Cardiovascular Disease,I69343,ICD10
Cardiovascular Disease,I69344,ICD10
Cardiovascular Disease,I69349,ICD10
Cardiovascular Disease,I69351,ICD10
Cardiovascular Disease,I69352,ICD10
Cardiovascular Disease,I69353,ICD10
Cardiovascular Disease,I69354,ICD10
Cardiovascular Disease,I69359,ICD10
Cardiovascular Disease,I69361,ICD10
Cardiovascular Disease,I69362,ICD10
Cardiovascular Disease,I69363,ICD10
Cardiovascular Disease,I69364,ICD10
Cardiovascular Disease,I69365,ICD10
Cardiovascular Disease,I69369,ICD10
Cardiovascular Disease,I69390,ICD10
Cardiovascular Disease,I69391,ICD10
Cardiovascular Disease,I69392,ICD10
Cardiovascular Disease,I69393,ICD10
Cardiovascular Disease,I69398,ICD10
Cardiovascular Disease,I6980,ICD10
Cardiovascular Disease,I6981,ICD10
Cardiovascular Disease,I69810,ICD10
Cardiovascular Disease,I69811,ICD10
Cardiovascular Disease,I69812,ICD10
Cardiovascular Disease,I69813,ICD10
Cardiovascular Disease,I69814,ICD10
Cardiovascular Disease,I69815,ICD10
Cardiovascular Disease,I69818,ICD10
Cardiovascular Disease,I69819,ICD10
Cardiovascular Disease,I69820,ICD10
Cardiovascular Disease,I69821,ICD10
Cardiovascular Disease,I69822,ICD10
Cardiovascular Disease,I69823,ICD10
Cardiovascular Disease,I69828,ICD10
Cardiovascular Disease,I69831,ICD10
Cardiovascular Disease,I69832,ICD10
Cardiovascular Disease,I69833,ICD10
Cardiovascular Disease,I69834,ICD10
Cardiovascular Disease,I69839,ICD10
Cardiovascular Disease,I69841,ICD10
Cardiovascular Disease,I69842,ICD10
Cardiovascular Disease,I69843,ICD10
Cardiovascular Disease,I69844,ICD10
Cardiovascular Disease,I69849,ICD10
Cardiovascular Disease,I69851,ICD10
Cardiovascular Disease,I69852,ICD10
Cardiovascular Disease,I69853,ICD10
Cardiovascular Disease,I69854,ICD10
Cardiovascular Disease,I69859,ICD10
Cardiovascular Disease,I69861,ICD10
Cardiovascular Disease,I69862,ICD10
Cardiovascular Disease,I69863,ICD10
Cardiovascular Disease,I69864,ICD10
Cardiovascular Disease,I69865,ICD10
Cardiovascular Disease,I69869,ICD10
Cardiovascular Disease,I69890,ICD10
Cardiovascular Disease,I69891,ICD10
Cardiovascular Disease,I69892,ICD10
Cardiovascular Disease,I69893,ICD10
Cardiovascular Disease,I69898,ICD10
Cardiovascular Disease,I6990,ICD10
Cardiovascular Disease,I6991,ICD10
Cardiovascular Disease,I69910,ICD10
Cardiovascular Disease,I69911,ICD10
Cardiovascular Disease,I69912,ICD10
Cardiovascular Disease,I69913,ICD10
Cardiovascular Disease,I69914,ICD10
Cardiovascular Disease,I69915,ICD10
Cardiovascular Disease,I69918,ICD10
Cardiovascular Disease,I69919,ICD10
Cardiovascular Disease,I69920,ICD10
Cardiovascular Disease,I69921,ICD10
Cardiovascular Disease,I69922,ICD10
Cardiovascular Disease,I69923,ICD10
Cardiovascular Disease,I69928,ICD10
Cardiovascular Disease,I69931,ICD10
Cardiovascular Disease,I69932,ICD10
Cardiovascular Disease,I69933,ICD10
Cardiovascular Disease,I69934,ICD10
Cardiovascular Disease,I69939,ICD10
Cardiovascular Disease,I69941,ICD10
Cardiovascular Disease,I69942,ICD10
Cardiovascular Disease,I69943,ICD10
Cardiovascular Disease,I69944,ICD10
Cardiovascular Disease,I69949,ICD10
Cardiovascular Disease,I69951,ICD10
Cardiovascular Disease,I69952,ICD10
Cardiovascular Disease,I69953,ICD10
Cardiovascular Disease,I69954,ICD10
Cardiovascular Disease,I69959,ICD10
Cardiovascular Disease,I69961,ICD10
Cardiovascular Disease,I69962,ICD10
Cardiovascular Disease,I69963,ICD10
Cardiovascular Disease,I69964,ICD10
Cardiovascular Disease,I69965,ICD10
Cardiovascular Disease,I69969,ICD10
Cardiovascular Disease,I69990,ICD10
Cardiovascular Disease,I69991,ICD10
Cardiovascular Disease,I69992,ICD10
Cardiovascular Disease,I69993,ICD10
Cardiovascular Disease,I69998,ICD10
Cardiovascular Disease,I700,ICD10
Cardiovascular Disease,I701,ICD10
Cardiovascular Disease,I70201,ICD10
Cardiovascular Disease,I70202,ICD10
Cardiovascular Disease,I70203,ICD10
Cardiovascular Disease,I70208,ICD10
Cardiovascular Disease,I70209,ICD10
Cardiovascular Disease,I70211,ICD10
Cardiovascular Disease,I70212,ICD10
Cardiovascular Disease,I70213,ICD10
Cardiovascular Disease,I70218,ICD10
Cardiovascular Disease,I70219,ICD10
Cardiovascular Disease,I70221,ICD10
Cardiovascular Disease,I70222,ICD10
Cardiovascular Disease,I70223,ICD10
Cardiovascular Disease,I70228,ICD10
Cardiovascular Disease,I70229,ICD10
Cardiovascular Disease,I70231,ICD10
Cardiovascular Disease,I70232,ICD10
Cardiovascular Disease,I70233,ICD10
Cardiovascular Disease,I70234,ICD10
Cardiovascular Disease,I70235,ICD10
Cardiovascular Disease,I70238,ICD10
Cardiovascular Disease,I70239,ICD10
Cardiovascular Disease,I70241,ICD10
Cardiovascular Disease,I70242,ICD10
Cardiovascular Disease,I70243,ICD10
Cardiovascular Disease,I70244,ICD10
Cardiovascular Disease,I70245,ICD10
Cardiovascular Disease,I70248,ICD10
Cardiovascular Disease,I70249,ICD10
Cardiovascular Disease,I7025,ICD10
Cardiovascular Disease,I70261,ICD10
Cardiovascular Disease,I70262,ICD10
Cardiovascular Disease,I70263,ICD10
Cardiovascular Disease,I70268,ICD10
Cardiovascular Disease,I70269,ICD10
Cardiovascular Disease,I70291,ICD10
Cardiovascular Disease,I70292,ICD10
Cardiovascular Disease,I70293,ICD10
Cardiovascular Disease,I70298,ICD10
Cardiovascular Disease,I70299,ICD10
Cardiovascular Disease,I70301,ICD10
Cardiovascular Disease,I70302,ICD10
Cardiovascular Disease,I70303,ICD10
Cardiovascular Disease,I70308,ICD10
Cardiovascular Disease,I70309,ICD10
