cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,link_label,d_type_order
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Unlikely,1,Prob: 0.83% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,All Sex,> 60,11,4,from,21,613,29.19047619047619,30.931568094131674,1.79,2.7,0.014,Very Likely,3,Prob: 1.79% | p: 0.014,2
Alcohol,COPD,Alcohol-->COPD,0,All Sex,40 to 60,3,3,overall,489,14713,30.0879345603272,52.87491461865575,0.02,11.3,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,All Sex,40 to 60,3,3,from,21,625,29.761904761904763,38.17316434604913,0.48,3.2,0.004,Very Likely,3,Prob: 0.48% | p: 0.004,2
Alcohol,COPD,Alcohol-->COPD,0,All Sex,All Age,14,1,overall,577,69302,120.10745233968804,216.3153776332515,0.02,11.8,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,All Sex,All Age,14,1,from,22,1593,72.4090909090909,83.29103255390766,0.88,3.3,0.003,Very Likely,3,Prob: 0.88% | p: 0.003,2
Alcohol,COPD,Alcohol-->COPD,0,F,> 60,2,4,overall,508,24451,48.131889763779526,84.94760147771233,0.01,12.2,0,Very Likely,3,Prob: 0.01% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,F,> 60,2,4,from,18,201,11.166666666666666,10.755299651252646,1,3.6,0.002,Very Likely,3,Prob: 1% | p: 0.002,2
Alcohol,COPD,Alcohol-->COPD,0,F,40 to 60,3,3,overall,424,7467,17.610849056603772,24.472534423744737,0.04,12.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,F,40 to 60,3,3,from,18,289,16.055555555555557,18.203012750712844,1.04,3,0.007,Very Likely,3,Prob: 1.04% | p: 0.007,2
Alcohol,COPD,Alcohol-->COPD,0,F,All Age,5,1,overall,546,34920,63.956043956043956,105.21942947740376,0.01,13.1,0,Very Likely,3,Prob: 0.01% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,F,All Age,5,1,from,20,728,36.4,43.61964791479324,0.69,3.2,0.005,Very Likely,3,Prob: 0.69% | p: 0.005,2
Alcohol,COPD,Alcohol-->COPD,0,M,> 60,9,4,overall,493,25457,51.6369168356998,96.7984034517098,0.04,9.8,0,Very Likely,3,Prob: 0.04% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,M,> 60,9,4,from,21,412,19.61904761904762,22.63067871380836,2.18,2.2,0.044,Very Likely,3,Prob: 2.18% | p: 0.044,2
Alcohol,COPD,Alcohol-->COPD,0,M,All Age,9,1,overall,539,34382,63.788497217068645,122.98907293230812,0.03,10.3,0,Very Likely,3,Prob: 0.03% | p: 0,2
Alcohol,COPD,Alcohol-->COPD,0,M,All Age,9,1,from,22,865,39.31818181818182,45.164657868141994,1.04,3.1,0.005,Very Likely,3,Prob: 1.04% | p: 0.005,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,< 40,15,2,overall,383,4681,12.221932114882506,19.439538147229193,0.32,-2.8,0.005,Very Unlikely,1,Prob: 0.32% | p: 0.005,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,< 40,15,2,from,16,355,22.1875,36.735484661745424,4.23,0.8,0.446,Neutral,2,Prob: 4.23% | p: 0.446,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,> 60,114,4,overall,547,49908,91.23948811700183,169.02142194170352,0.23,-3.1,0.002,Very Unlikely,1,Prob: 0.23% | p: 0.002,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,> 60,114,4,from,21,613,29.19047619047619,30.931568094131674,18.6,-12.6,0,Very Unlikely,1,Prob: 18.6% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,40 to 60,65,3,overall,489,14713,30.0879345603272,52.87491461865575,0.44,-14.6,0,Very Unlikely,1,Prob: 0.44% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,40 to 60,65,3,from,21,625,29.761904761904763,38.17316434604913,10.4,-4.2,0,Very Unlikely,1,Prob: 10.4% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,All Age,194,1,overall,577,69302,120.10745233968804,216.3153776332515,0.28,-8.2,0,Very Unlikely,1,Prob: 0.28% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,All Sex,All Age,194,1,from,22,1593,72.4090909090909,83.29103255390766,12.18,-6.8,0,Very Unlikely,1,Prob: 12.18% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,F,< 40,11,2,overall,335,3002,8.961194029850747,12.76790694169646,0.37,-2.9,0.004,Very Unlikely,1,Prob: 0.37% | p: 0.004,2
Alcohol,CVD,Alcohol-->CVD,0,F,< 40,11,2,from,15,238,15.866666666666667,24.674644784436005,4.62,0.8,0.458,Neutral,2,Prob: 4.62% | p: 0.458,2
Alcohol,CVD,Alcohol-->CVD,0,F,> 60,29,4,overall,508,24451,48.131889763779526,84.94760147771233,0.12,5.1,0,Very Likely,3,Prob: 0.12% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,F,> 60,29,4,from,18,201,11.166666666666666,10.755299651252646,14.43,-7,0,Very Unlikely,1,Prob: 14.43% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,F,40 to 60,16,3,overall,424,7467,17.610849056603772,24.472534423744737,0.21,1.4,0.176,Neutral,2,Prob: 0.21% | p: 0.176,2
Alcohol,CVD,Alcohol-->CVD,0,F,40 to 60,16,3,from,18,289,16.055555555555557,18.203012750712844,5.54,0,0.99,Neutral,2,Prob: 5.54% | p: 0.99,2
Alcohol,CVD,Alcohol-->CVD,0,F,All Age,56,1,overall,546,34920,63.956043956043956,105.21942947740376,0.16,1.8,0.078,Neutral,2,Prob: 0.16% | p: 0.078,2
Alcohol,CVD,Alcohol-->CVD,0,F,All Age,56,1,from,20,728,36.4,43.61964791479324,7.69,-2,0.059,Very Unlikely,1,Prob: 7.69% | p: 0.059,2
Alcohol,CVD,Alcohol-->CVD,0,M,< 40,4,2,overall,262,1679,6.408396946564886,9.638941915573069,0.24,4,0,Very Likely,3,Prob: 0.24% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,< 40,4,2,from,14,117,8.357142857142858,14.377370803063792,3.42,1.1,0.277,Neutral,2,Prob: 3.42% | p: 0.277,2
Alcohol,CVD,Alcohol-->CVD,0,M,> 60,85,4,overall,493,25457,51.6369168356998,96.7984034517098,0.33,-7.7,0,Very Unlikely,1,Prob: 0.33% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,> 60,85,4,from,21,412,19.61904761904762,22.63067871380836,20.63,-13.2,0,Very Unlikely,1,Prob: 20.63% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,40 to 60,49,3,overall,424,7246,17.089622641509433,32.90305964703321,0.68,-20,0,Very Unlikely,1,Prob: 0.68% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,40 to 60,49,3,from,17,336,19.764705882352942,23.282314671668455,14.58,-5.2,0,Very Unlikely,1,Prob: 14.58% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,All Age,138,1,overall,539,34382,63.788497217068645,122.98907293230812,0.4,-14,0,Very Unlikely,1,Prob: 0.4% | p: 0,2
Alcohol,CVD,Alcohol-->CVD,0,M,All Age,138,1,from,22,865,39.31818181818182,45.164657868141994,15.95,-10.2,0,Very Unlikely,1,Prob: 15.95% | p: 0,2
Alcohol,D,Alcohol-->D,0,All Sex,< 40,6,2,overall,383,4681,12.221932114882506,19.439538147229193,0.13,6.3,0,Very Likely,3,Prob: 0.13% | p: 0,2
Alcohol,D,Alcohol-->D,0,All Sex,< 40,6,2,from,16,355,22.1875,36.735484661745424,1.69,1.8,0.098,Neutral,2,Prob: 1.69% | p: 0.098,2
Alcohol,D,Alcohol-->D,0,All Sex,> 60,35,4,overall,547,49908,91.23948811700183,169.02142194170352,0.07,7.8,0,Very Likely,3,Prob: 0.07% | p: 0,2
Alcohol,D,Alcohol-->D,0,All Sex,> 60,35,4,from,21,613,29.19047619047619,30.931568094131674,5.71,-0.9,0.4,Neutral,2,Prob: 5.71% | p: 0.4,2
Alcohol,D,Alcohol-->D,0,All Sex,40 to 60,32,3,overall,489,14713,30.0879345603272,52.87491461865575,0.22,-0.8,0.424,Neutral,2,Prob: 0.22% | p: 0.424,2
Alcohol,D,Alcohol-->D,0,All Sex,40 to 60,32,3,from,21,625,29.761904761904763,38.17316434604913,5.12,-0.3,0.791,Neutral,2,Prob: 5.12% | p: 0.791,2
Alcohol,D,Alcohol-->D,0,All Sex,All Age,73,1,overall,577,69302,120.10745233968804,216.3153776332515,0.11,5.2,0,Very Likely,3,Prob: 0.11% | p: 0,2
Alcohol,D,Alcohol-->D,0,All Sex,All Age,73,1,from,22,1593,72.4090909090909,83.29103255390766,4.58,-0,0.974,Neutral,2,Prob: 4.58% | p: 0.974,2
Alcohol,D,Alcohol-->D,0,F,< 40,5,2,overall,335,3002,8.961194029850747,12.76790694169646,0.17,5.7,0,Very Likely,3,Prob: 0.17% | p: 0,2
Alcohol,D,Alcohol-->D,0,F,< 40,5,2,from,15,238,15.866666666666667,24.674644784436005,2.1,1.7,0.11,Neutral,2,Prob: 2.1% | p: 0.11,2
Alcohol,D,Alcohol-->D,0,F,> 60,14,4,overall,508,24451,48.131889763779526,84.94760147771233,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
Alcohol,D,Alcohol-->D,0,F,> 60,14,4,from,18,201,11.166666666666666,10.755299651252646,6.97,-1.1,0.279,Neutral,2,Prob: 6.97% | p: 0.279,2
Alcohol,D,Alcohol-->D,0,F,40 to 60,2,3,overall,424,7467,17.610849056603772,24.472534423744737,0.03,13.1,0,Very Likely,3,Prob: 0.03% | p: 0,2
Alcohol,D,Alcohol-->D,0,F,40 to 60,2,3,from,18,289,16.055555555555557,18.203012750712844,0.69,3.3,0.004,Very Likely,3,Prob: 0.69% | p: 0.004,2
Alcohol,D,Alcohol-->D,0,F,All Age,21,1,overall,546,34920,63.956043956043956,105.21942947740376,0.06,9.5,0,Very Likely,3,Prob: 0.06% | p: 0,2
Alcohol,D,Alcohol-->D,0,F,All Age,21,1,from,20,728,36.4,43.61964791479324,2.88,1.6,0.131,Neutral,2,Prob: 2.88% | p: 0.131,2
Alcohol,D,Alcohol-->D,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
Alcohol,D,Alcohol-->D,0,M,< 40,1,2,from,14,117,8.357142857142858,14.377370803063792,0.85,1.9,0.078,Neutral,2,Prob: 0.85% | p: 0.078,2
Alcohol,D,Alcohol-->D,0,M,> 60,21,4,overall,493,25457,51.6369168356998,96.7984034517098,0.08,7,0,Very Likely,3,Prob: 0.08% | p: 0,2
Alcohol,D,Alcohol-->D,0,M,> 60,21,4,from,21,412,19.61904761904762,22.63067871380836,5.1,-0.3,0.783,Neutral,2,Prob: 5.1% | p: 0.783,2
Alcohol,D,Alcohol-->D,0,M,40 to 60,30,3,overall,424,7246,17.089622641509433,32.90305964703321,0.41,-8.1,0,Very Unlikely,1,Prob: 0.41% | p: 0,2
Alcohol,D,Alcohol-->D,0,M,40 to 60,30,3,from,17,336,19.764705882352942,23.282314671668455,8.93,-1.8,0.089,Neutral,2,Prob: 8.93% | p: 0.089,2
Alcohol,D,Alcohol-->D,0,M,All Age,52,1,overall,539,34382,63.788497217068645,122.98907293230812,0.15,2.2,0.026,Very Likely,3,Prob: 0.15% | p: 0.026,2
Alcohol,D,Alcohol-->D,0,M,All Age,52,1,from,22,865,39.31818181818182,45.164657868141994,6.01,-1.3,0.202,Neutral,2,Prob: 6.01% | p: 0.202,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,< 40,80,2,overall,383,4681,12.221932114882506,19.439538147229193,1.71,-68.2,0,Very Unlikely,1,Prob: 1.71% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,< 40,80,2,from,16,355,22.1875,36.735484661745424,22.54,-6.3,0,Very Unlikely,1,Prob: 22.54% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,> 60,8,4,overall,547,49908,91.23948811700183,169.02142194170352,0.02,11.5,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,> 60,8,4,from,21,613,29.19047619047619,30.931568094131674,1.31,3.1,0.005,Very Likely,3,Prob: 1.31% | p: 0.005,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,40 to 60,39,3,overall,489,14713,30.0879345603272,52.87491461865575,0.27,-3.7,0,Very Unlikely,1,Prob: 0.27% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,40 to 60,39,3,from,21,625,29.761904761904763,38.17316434604913,6.24,-1.1,0.281,Neutral,2,Prob: 6.24% | p: 0.281,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,All Age,127,1,overall,577,69302,120.10745233968804,216.3153776332515,0.18,-0.8,0.444,Neutral,2,Prob: 0.18% | p: 0.444,2
Alcohol,Drugs,Alcohol-->Drugs,0,All Sex,All Age,127,1,from,22,1593,72.4090909090909,83.29103255390766,7.97,-3.1,0.006,Very Unlikely,1,Prob: 7.97% | p: 0.006,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,< 40,49,2,overall,335,3002,8.961194029850747,12.76790694169646,1.63,-57.4,0,Very Unlikely,1,Prob: 1.63% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,< 40,49,2,from,15,238,15.866666666666667,24.674644784436005,20.59,-5.2,0,Very Unlikely,1,Prob: 20.59% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,> 60,5,4,overall,508,24451,48.131889763779526,84.94760147771233,0.02,11.4,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,> 60,5,4,from,18,201,11.166666666666666,10.755299651252646,2.49,2.4,0.026,Very Likely,3,Prob: 2.49% | p: 0.026,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,40 to 60,11,3,overall,424,7467,17.610849056603772,24.472534423744737,0.15,5.6,0,Very Likely,3,Prob: 0.15% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,40 to 60,11,3,from,18,289,16.055555555555557,18.203012750712844,3.81,1.2,0.255,Neutral,2,Prob: 3.81% | p: 0.255,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,All Age,65,1,overall,546,34920,63.956043956043956,105.21942947740376,0.19,-0.2,0.817,Neutral,2,Prob: 0.19% | p: 0.817,2
Alcohol,Drugs,Alcohol-->Drugs,0,F,All Age,65,1,from,20,728,36.4,43.61964791479324,8.93,-2.9,0.009,Very Unlikely,1,Prob: 8.93% | p: 0.009,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,< 40,31,2,overall,262,1679,6.408396946564886,9.638941915573069,1.85,-41.3,0,Very Unlikely,1,Prob: 1.85% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,< 40,31,2,from,14,117,8.357142857142858,14.377370803063792,26.5,-5.9,0,Very Unlikely,1,Prob: 26.5% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,> 60,3,4,overall,493,25457,51.6369168356998,96.7984034517098,0.01,11.2,0,Very Likely,3,Prob: 0.01% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,> 60,3,4,from,21,412,19.61904761904762,22.63067871380836,0.73,3.4,0.003,Very Likely,3,Prob: 0.73% | p: 0.003,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,40 to 60,28,3,overall,424,7246,17.089622641509433,32.90305964703321,0.39,-6.8,0,Very Unlikely,1,Prob: 0.39% | p: 0,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,40 to 60,28,3,from,17,336,19.764705882352942,23.282314671668455,8.33,-1.5,0.164,Neutral,2,Prob: 8.33% | p: 0.164,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,All Age,62,1,overall,539,34382,63.788497217068645,122.98907293230812,0.18,0.3,0.736,Neutral,2,Prob: 0.18% | p: 0.736,2
Alcohol,Drugs,Alcohol-->Drugs,0,M,All Age,62,1,from,22,865,39.31818181818182,45.164657868141994,7.17,-2.4,0.028,Very Unlikely,1,Prob: 7.17% | p: 0.028,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,< 40,13,2,overall,383,4681,12.221932114882506,19.439538147229193,0.28,-0.8,0.434,Neutral,2,Prob: 0.28% | p: 0.434,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,< 40,13,2,from,16,355,22.1875,36.735484661745424,3.66,1,0.333,Neutral,2,Prob: 3.66% | p: 0.333,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,> 60,89,4,overall,547,49908,91.23948811700183,169.02142194170352,0.18,0.3,0.757,Neutral,2,Prob: 0.18% | p: 0.757,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,> 60,89,4,from,21,613,29.19047619047619,30.931568094131674,14.52,-8.9,0,Very Unlikely,1,Prob: 14.52% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,40 to 60,46,3,overall,489,14713,30.0879345603272,52.87491461865575,0.31,-6.7,0,Very Unlikely,1,Prob: 0.31% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,40 to 60,46,3,from,21,625,29.761904761904763,38.17316434604913,7.36,-1.9,0.065,Neutral,2,Prob: 7.36% | p: 0.065,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,All Age,148,1,overall,577,69302,120.10745233968804,216.3153776332515,0.21,-3.1,0.002,Very Unlikely,1,Prob: 0.21% | p: 0.002,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,All Age,148,1,from,22,1593,72.4090909090909,83.29103255390766,9.29,-4.3,0,Very Unlikely,1,Prob: 9.29% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,< 40,5,2,overall,335,3002,8.961194029850747,12.76790694169646,0.17,5.7,0,Very Likely,3,Prob: 0.17% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,< 40,5,2,from,15,238,15.866666666666667,24.674644784436005,2.1,1.7,0.11,Neutral,2,Prob: 2.1% | p: 0.11,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,> 60,16,4,overall,508,24451,48.131889763779526,84.94760147771233,0.07,8.5,0,Very Likely,3,Prob: 0.07% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,> 60,16,4,from,18,201,11.166666666666666,10.755299651252646,7.96,-1.9,0.074,Neutral,2,Prob: 7.96% | p: 0.074,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,40 to 60,26,3,overall,424,7467,17.610849056603772,24.472534423744737,0.35,-7.1,0,Very Unlikely,1,Prob: 0.35% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,40 to 60,26,3,from,18,289,16.055555555555557,18.203012750712844,9,-2.3,0.033,Very Unlikely,1,Prob: 9% | p: 0.033,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,All Age,47,1,overall,546,34920,63.956043956043956,105.21942947740376,0.13,3.8,0,Very Likely,3,Prob: 0.13% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,All Age,47,1,from,20,728,36.4,43.61964791479324,6.46,-1.1,0.291,Neutral,2,Prob: 6.46% | p: 0.291,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,< 40,8,2,overall,262,1679,6.408396946564886,9.638941915573069,0.48,-2.7,0.008,Very Unlikely,1,Prob: 0.48% | p: 0.008,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,< 40,8,2,from,14,117,8.357142857142858,14.377370803063792,6.84,0.1,0.927,Neutral,2,Prob: 6.84% | p: 0.927,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,> 60,73,4,overall,493,25457,51.6369168356998,96.7984034517098,0.29,-4.9,0,Very Unlikely,1,Prob: 0.29% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,> 60,73,4,from,21,412,19.61904761904762,22.63067871380836,17.72,-10.8,0,Very Unlikely,1,Prob: 17.72% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,40 to 60,20,3,overall,424,7246,17.089622641509433,32.90305964703321,0.28,-1.8,0.069,Neutral,2,Prob: 0.28% | p: 0.069,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,40 to 60,20,3,from,17,336,19.764705882352942,23.282314671668455,5.95,-0,0.967,Neutral,2,Prob: 5.95% | p: 0.967,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,All Age,101,1,overall,539,34382,63.788497217068645,122.98907293230812,0.29,-7,0,Very Unlikely,1,Prob: 0.29% | p: 0,2
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,All Age,101,1,from,22,865,39.31818181818182,45.164657868141994,11.68,-6.4,0,Very Unlikely,1,Prob: 11.68% | p: 0,2
Alcohol,G,Alcohol-->G,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,G,Alcohol-->G,0,All Sex,< 40,1,2,from,16,355,22.1875,36.735484661745424,0.28,2.3,0.036,Very Likely,3,Prob: 0.28% | p: 0.036,2
Alcohol,G,Alcohol-->G,0,All Sex,> 60,12,4,overall,547,49908,91.23948811700183,169.02142194170352,0.02,11,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,G,Alcohol-->G,0,All Sex,> 60,12,4,from,21,613,29.19047619047619,30.931568094131674,1.96,2.5,0.019,Very Likely,3,Prob: 1.96% | p: 0.019,2
Alcohol,G,Alcohol-->G,0,All Sex,40 to 60,2,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
Alcohol,G,Alcohol-->G,0,All Sex,40 to 60,2,3,from,21,625,29.761904761904763,38.17316434604913,0.32,3.3,0.003,Very Likely,3,Prob: 0.32% | p: 0.003,2
Alcohol,G,Alcohol-->G,0,All Sex,All Age,15,1,overall,577,69302,120.10745233968804,216.3153776332515,0.02,11.7,0,Very Likely,3,Prob: 0.02% | p: 0,2
Alcohol,G,Alcohol-->G,0,All Sex,All Age,15,1,from,22,1593,72.4090909090909,83.29103255390766,0.94,3.2,0.004,Very Likely,3,Prob: 0.94% | p: 0.004,2
Alcohol,G,Alcohol-->G,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
Alcohol,G,Alcohol-->G,0,M,< 40,1,2,from,14,117,8.357142857142858,14.377370803063792,0.85,1.9,0.078,Neutral,2,Prob: 0.85% | p: 0.078,2
Alcohol,G,Alcohol-->G,0,M,> 60,12,4,overall,493,25457,51.6369168356998,96.7984034517098,0.05,9.1,0,Very Likely,3,Prob: 0.05% | p: 0,2
Alcohol,G,Alcohol-->G,0,M,> 60,12,4,from,21,412,19.61904761904762,22.63067871380836,2.91,1.5,0.139,Neutral,2,Prob: 2.91% | p: 0.139,2
Alcohol,G,Alcohol-->G,0,M,40 to 60,2,3,overall,424,7246,17.089622641509433,32.90305964703321,0.03,9.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
Alcohol,G,Alcohol-->G,0,M,40 to 60,2,3,from,17,336,19.764705882352942,23.282314671668455,0.6,3.1,0.006,Very Likely,3,Prob: 0.6% | p: 0.006,2
Alcohol,G,Alcohol-->G,0,M,All Age,15,1,overall,539,34382,63.788497217068645,122.98907293230812,0.04,9.2,0,Very Likely,3,Prob: 0.04% | p: 0,2
Alcohol,G,Alcohol-->G,0,M,All Age,15,1,from,22,865,39.31818181818182,45.164657868141994,1.73,2.5,0.02,Very Likely,3,Prob: 1.73% | p: 0.02,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,< 40,2,2,overall,383,4681,12.221932114882506,19.439538147229193,0.04,10.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,< 40,2,2,from,16,355,22.1875,36.735484661745424,0.56,2.2,0.044,Very Likely,3,Prob: 0.56% | p: 0.044,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,All Age,2,1,overall,577,69302,120.10745233968804,216.3153776332515,0,13.1,0,Very Likely,3,Prob: 0% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,All Age,2,1,from,22,1593,72.4090909090909,83.29103255390766,0.13,4,0.001,Very Likely,3,Prob: 0.13% | p: 0.001,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,< 40,1,2,overall,335,3002,8.961194029850747,12.76790694169646,0.03,11.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,< 40,1,2,from,15,238,15.866666666666667,24.674644784436005,0.42,2.3,0.035,Very Likely,3,Prob: 0.42% | p: 0.035,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,All Age,1,1,overall,546,34920,63.956043956043956,105.21942947740376,0,14,0,Very Likely,3,Prob: 0% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,All Age,1,1,from,20,728,36.4,43.61964791479324,0.14,3.6,0.002,Very Likely,3,Prob: 0.14% | p: 0.002,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,< 40,1,2,from,14,117,8.357142857142858,14.377370803063792,0.85,1.9,0.078,Neutral,2,Prob: 0.85% | p: 0.078,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,All Age,1,1,overall,539,34382,63.788497217068645,122.98907293230812,0,11.9,0,Very Likely,3,Prob: 0% | p: 0,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,All Age,1,1,from,22,865,39.31818181818182,45.164657868141994,0.12,4,0.001,Very Likely,3,Prob: 0.12% | p: 0.001,2
Alcohol,Liver,Alcohol-->Liver,0,All Sex,< 40,7,2,overall,383,4681,12.221932114882506,19.439538147229193,0.15,5.3,0,Very Likely,3,Prob: 0.15% | p: 0,2
Alcohol,Liver,Alcohol-->Liver,0,All Sex,< 40,7,2,from,16,355,22.1875,36.735484661745424,1.97,1.7,0.119,Neutral,2,Prob: 1.97% | p: 0.119,2
Alcohol,Liver,Alcohol-->Liver,0,All Sex,> 60,89,4,overall,547,49908,91.23948811700183,169.02142194170352,0.18,0.3,0.757,Neutral,2,Prob: 0.18% | p: 0.757,2
Alcohol,Liver,Alcohol-->Liver,0,All Sex,> 60,89,4,from,21,613,29.19047619047619,30.931568094131674,14.52,-8.9,0,Very Unlikely,1,Prob: 14.52% | p: 0,2
Alcohol,Liver,Alcohol-->Liver,0,All Sex,40 to 60,83,3,overall,489,14713,30.0879345603272,52.87491461865575,0.56,-22.1,0,Very Unlikely,1,Prob: 0.56% | p: 0,2
